Date, Open, High, Low, Close
04/21/23, 30.15, 30.15, 30.15, 30.15
04/20/23, 30.14, 30.14, 30.14, 30.14
04/19/23, 30.18, 30.18, 30.18, 30.18
04/18/23, 30.34, 30.34, 30.34, 30.34
04/17/23, 30.24, 30.24, 30.24, 30.24
04/14/23, 30.24, 30.24, 30.24, 30.24
04/13/23, 30.34, 30.34, 30.34, 30.34
04/12/23, 29.94, 29.94, 29.94, 29.94
04/11/23, 29.86, 29.86, 29.86, 29.86
04/10/23, 29.65, 29.65, 29.65, 29.65
04/06/23, 29.71, 29.71, 29.71, 29.71
04/05/23, 29.64, 29.64, 29.64, 29.64
04/04/23, 29.82, 29.82, 29.82, 29.82
04/03/23, 29.82, 29.82, 29.82, 29.82
03/31/23, 29.65, 29.65, 29.65, 29.65
03/30/23, 29.55, 29.55, 29.55, 29.55
03/29/23, 29.24, 29.24, 29.24, 29.24
03/28/23, 28.95, 28.95, 28.95, 28.95
03/27/23, 28.76, 28.76, 28.76, 28.76
03/24/23, 28.68, 28.68, 28.68, 28.68
03/23/23, 28.81, 28.81, 28.81, 28.81
03/22/23, 28.67, 28.67, 28.67, 28.67
03/21/23, 28.67, 28.67, 28.67, 28.67
03/20/23, 28.36, 28.36, 28.36, 28.36
03/17/23, 28.10, 28.10, 28.10, 28.10
03/16/23, 28.33, 28.33, 28.33, 28.33
03/15/23, 28.02, 28.02, 28.02, 28.02
03/14/23, 28.70, 28.70, 28.70, 28.70
03/13/23, 28.53, 28.53, 28.53, 28.53
03/10/23, 28.66, 28.66, 28.66, 28.66
03/09/23, 28.91, 28.91, 28.91, 28.91
03/08/23, 29.20, 29.20, 29.20, 29.20
03/07/23, 29.12, 29.12, 29.12, 29.12
03/06/23, 29.59, 29.59, 29.59, 29.59
03/03/23, 29.63, 29.63, 29.63, 29.63
03/02/23, 29.28, 29.28, 29.28, 29.28
03/01/23, 29.20, 29.20, 29.20, 29.20
02/28/23, 28.96, 28.96, 28.96, 28.96
02/27/23, 29.11, 29.11, 29.11, 29.11
02/24/23, 28.86, 28.86, 28.86, 28.86
02/23/23, 29.33, 29.33, 29.33, 29.33
02/22/23, 29.20, 29.20, 29.20, 29.20
02/21/23, 29.40, 29.40, 29.40, 29.40
02/17/23, 29.70, 29.70, 29.70, 29.70
02/16/23, 29.75, 29.75, 29.75, 29.75
02/15/23, 29.83, 29.83, 29.83, 29.83
02/14/23, 29.99, 29.99, 29.99, 29.99
02/13/23, 29.98, 29.98, 29.98, 29.98
02/10/23, 29.76, 29.76, 29.76, 29.76
02/09/23, 29.89, 29.89, 29.89, 29.89
02/08/23, 29.84, 29.84, 29.84, 29.84
02/07/23, 29.97, 29.97, 29.97, 29.97
02/06/23, 29.76, 29.76, 29.76, 29.76
02/03/23, 30.13, 30.13, 30.13, 30.13
02/02/23, 30.47, 30.47, 30.47, 30.47
02/01/23, 30.50, 30.50, 30.50, 30.50
01/31/23, 30.21, 30.21, 30.21, 30.21
01/30/23, 30.09, 30.09, 30.09, 30.09
01/27/23, 30.40, 30.40, 30.40, 30.40
